id,Time,Is_CH,who CH,adv_who,hop_count,dist_CH,send_code,RSSI,Latency,Jitter,Throughput,Packets_Sent,Packets_Received,Packet_Loss_%,Dropped,Tampered,Expaned Energy,Attack type,label
101042,50,1,101042,102897,2,56.021939790274,3,-74.70143759085302,50.90167383263283,2.320489493407701,192.0516114537767,243,240,1.020028591132516,1,0,0.07224867734855138,Normal,0
101043,150,0,101858,101229,2,44.5072966387973,0,-70.47641252650288,56.44521966243724,20.885312668500983,177.18123928047123,227,211,6.851408021967543,0,0,0.10153930050091318,DataError,1
101044,150,1,101044,103263,2,47.48431871996903,1,-79.32982274147135,53.888341577924585,4.720194675398329,217.7376088145877,494,489,0.9276683698949477,0,0,0.10182030218816482,Normal,0
101045,150,0,104034,102897,5,53.68006007174066,3,-75.52387336820759,42.49589872245344,4.237724606653162,37.78419784848464,153,80,47.52714945518307,17,0,0.09977217586998349,Blackhole,1
101046,100,0,101436,105626,5,59.981164887161206,4,-70.21129578046849,52.106851882954786,7.277436135712195,194.23657718190023,134,131,1.5415253277767913,1,0,0.07443141030953053,Normal,0
101047,150,0,101570,103287,6,70.93395725049926,0,-73.66501459556183,48.99880598038752,3.7330931162326015,201.85914676819152,438,430,1.8155575487277917,2,0,0.09369684388211182,Normal,0
101048,100,0,105179,102044,2,36.27590262438693,2,-73.00169329503244,46.94367557593205,5.006120233477145,241.92815870701105,455,452,0.5809117588342343,3,0,0.09187078864586382,Normal,0
101049,150,0,104696,103996,6,55.84622952486741,1,-74.36242454697505,21.94258580709805,6.18004659519906,215.272325615818,209,205,1.7342546378637467,1,0,0.05911520505764233,Normal,0
101050,50,0,101531,103696,2,41.18039235732826,1,-63.668348660218555,37.287921082869524,6.277086634535198,159.78191116323964,407,400,1.6915972576646716,2,0,0.09419865496294474,SMS,1
101051,200,0,103639,105481,7,66.9762377970934,1,-68.83890285162316,54.20964851867963,3.873985697039263,64.31830957522317,319,313,1.703646651764971,13,0,0.5113279622760348,Flooding,1
101052,50,0,104582,101209,3,49.409841438892805,0,-68.74720246534953,68.51340119491078,20.16470358660426,129.26042688448194,451,394,12.518577873791063,1,0,0.07248114061335488,DataError,1
101053,50,0,102067,104013,6,55.48690736481293,2,-72.0792237299604,51.61839473042601,8.610178700915782,265.37532794591056,181,128,28.905735465360934,0,1,0.10518362643026409,Malicious,1
101054,100,0,104577,105076,6,48.764837289084575,4,-67.8422081535701,41.941897083147346,6.435420921095962,115.18645035077107,147,144,1.6241881820990924,0,0,0.053136035606461476,Normal,0
101055,150,0,104076,101619,7,62.681354929902426,0,-68.27292909178072,45.63736967819971,20.95415039152872,241.9246703707662,409,359,12.028138555442366,1,0,0.07231636668586049,DataError,1
101056,100,0,104599,103717,6,47.350213364775584,1,-66.59918526604355,37.22950365403953,3.590029704723869,175.49181882568553,131,129,1.4562332847016564,0,0,0.052095609811271176,Normal,0
101057,100,0,103471,102151,5,50.57091984775741,2,-70.99006900124574,49.891592324401756,3.3272383519786324,188.80751080081458,56,55,0.5448614641841241,0,0,0.06487718719695923,Normal,0
101058,150,0,105248,101091,1,51.26424408124737,3,-69.43907120454287,43.861729813062695,4.041593251607567,197.52680308929277,380,374,1.57516341128917,2,0,0.07915146588764213,Normal,0
101059,100,0,104761,105425,6,60.52255933743964,3,-65.02361073711407,46.8457119802533,3.742040534108283,153.8656078225021,296,292,1.2420278761724681,2,0,0.10919398778427639,Normal,0
101060,250,0,104166,103846,3,35.97217707874098,3,-75.1372834554531,32.4560493771926,5.730675468053867,186.14206810570502,235,231,1.3632530321997118,0,0,0.09698226591212819,Normal,0
101061,250,1,101061,102830,6,65.46795586739374,4,-62.151857065302536,53.849664160476344,7.387223510345176,231.9426669244236,260,255,1.560468256203123,1,0,0.07865106882889636,Normal,0
101062,150,0,101486,104732,7,50.92416797799047,1,-75.6346768139918,111.57533683088838,20.581840416925882,138.66782737354302,303,299,1.0164723986875432,1,0,0.0828085439122357,Scheduling,1
101063,100,0,102080,101197,7,58.074976130458545,0,-70.59779378313198,55.10535378451236,6.8114352009947305,208.06954619184177,196,193,1.2651845944993996,1,0,0.07930871520312394,Normal,0
101064,200,0,105200,101806,1,36.14467752616153,1,-66.12338124298218,49.5198583610161,3.474911872920841,198.2225058421512,426,422,0.8687696256481672,2,0,0.05234443017924845,Normal,0
101065,50,0,101004,102168,7,50.52917599486135,1,-71.64187629708401,48.88152895913687,6.1332042967854505,181.89239405961865,120,119,0.4160673463541449,1,0,0.10215442191964898,Normal,0
101066,100,0,102693,101986,7,51.18015964107906,4,-71.16396000192724,29.00428357419691,4.863567416537526,131.06787518722922,468,462,1.1199676388624629,1,0,0.09454660569806007,Normal,0
101067,100,0,104324,101782,3,48.44819367747666,2,-66.02256152522556,77.30598000494709,27.50043382699937,138.38355744198608,159,156,1.7360689140825594,1,0,0.09623991150708264,Scheduling,1
101068,250,0,103938,101964,4,55.46569162862256,1,-63.269401240508515,57.70833961123564,5.3290051800870115,213.3663048749262,490,483,1.2349867701659423,1,0,0.06415169176334057,Normal,0
101069,50,0,102099,103637,6,47.74894595320164,1,-70.7318720447474,59.28391225924008,5.867227590177281,157.99106329042164,114,112,1.329506918069388,1,0,0.07749778522599544,SMS,1
101070,150,1,101070,105244,4,42.653289063231405,0,-76.0195682448319,90.54317985983104,6.258721266857784,150.53082291625097,348,346,0.41766832574380264,16,0,0.46927114123870883,Flooding,1
101071,200,0,104010,101167,6,47.009309147699454,1,-65.51172114175128,38.41396736340515,7.37542676827691,127.3740409648473,135,133,0.7429555978160511,0,0,0.10512394878827365,Normal,0
101072,100,0,105362,101238,6,35.6558424115204,4,-60.87231480988006,54.19715388731325,3.7513246974876675,206.99139303226082,452,448,0.6980577280297098,1,0,0.055214250653912396,Normal,0
101073,50,0,101131,101903,1,38.79308417616252,4,-64.21821741404608,104.11844776091242,28.38425674737749,152.7184976377264,247,246,0.017119735946263814,2,0,0.05734178467614059,Scheduling,1
101074,250,0,101703,101922,1,66.03360267135122,4,-58.171766526105316,54.62200899067389,6.108945687709336,99.32724118879617,322,240,25.247184743612273,5,0,0.0848629954322723,Grayhole,1
101075,150,0,103348,105402,7,56.77701094066044,2,-68.28343027049422,48.99802738779939,4.6688587654360765,103.24669880213635,406,319,21.337907501605194,5,0,0.06190390800397606,Grayhole,1
101076,150,0,105078,105340,1,60.57960713838793,0,-67.68349244882884,100.33454414705145,4.448208557119652,78.76927413347235,297,294,0.8496628197781587,10,0,0.34623933927537376,Flooding,1
101077,50,0,102100,102455,6,37.75597792952728,4,-64.15177488939781,30.63256509872958,6.13805201105486,240.60575359761947,88,87,0.8220501296928213,0,0,0.039833519904283174,Normal,0
101078,100,0,102317,105383,2,40.23379684136444,4,-66.32946832096376,51.602688574175765,6.129552528628301,183.04665847174067,107,106,0.6171944214849061,0,0,0.04924584382939995,Normal,0
101079,100,0,103928,102088,2,56.84486133552996,0,-72.53858384574858,48.471450081857746,6.651847166061306,217.34249840767518,181,177,1.8814898262686994,2,0,0.04569640058593159,Normal,0
101080,50,0,102934,102639,2,58.58999426657041,4,-60.9344341001359,63.28952269751416,3.21091524174569,160.67365267105103,418,362,13.327720606308016,0,1,0.07752811160865238,Malicious,1
101081,50,1,101081,102714,1,60.4461788938862,3,-79.2753933174337,80.19878860001093,6.0287542732277135,118.11749906171268,332,236,28.784566875839896,10,0,0.4182126506932784,DoS,1
101082,200,0,101386,105133,1,52.56783257324723,2,-71.81656004194272,47.71527456190459,6.067390496012386,226.68261890913416,481,479,0.22747179629678238,1,0,0.08593145353388616,Normal,0
101083,50,0,102677,104356,4,64.92952622753828,2,-77.0776696464409,43.92915064505176,3.5835820048929623,183.44158377922832,165,163,1.1958514528106945,0,0,0.07785740730318136,Normal,0
101084,50,0,101094,104069,6,46.93895073361558,4,-76.68162593257904,59.67830393505537,2.374213531767441,161.09145636251557,72,71,0.24005069749983965,1,0,0.05849186415772316,Normal,0
101085,150,0,101253,102320,4,70.21153917896245,0,-64.08643284062798,58.35582776339727,5.298610482450883,168.7973618829954,59,58,0.44261306948137646,2,0,0.05684501508272402,Normal,0
101086,200,0,104667,101726,5,47.86073533648835,0,-70.97245742432388,40.230542606181174,5.37726216313596,86.97496951088496,162,106,34.47072785003023,5,0,0.0933175564741278,Grayhole,1
101087,50,0,102858,103481,5,66.0806724717273,4,-70.03740398370374,141.8060670281848,5.591331102963999,73.51253130827098,379,264,30.26534534796632,10,0,0.6427451280799507,DoS,1
101088,150,0,103142,101116,7,47.30491913274149,0,-70.09104879664369,50.691498161365466,6.188891208008228,206.80448006617183,382,333,12.606166696623406,1,1,0.06212692979408786,Malicious,1
101089,50,0,105878,105315,7,47.1700265270014,3,-72.8870109611472,39.68525456089256,2.6152728834632883,226.73415871373834,287,281,1.8755677987072217,1,0,0.08825642745466292,Normal,0
101090,50,0,105988,101160,2,50.75416392974198,2,-67.72545700023663,42.33407895356592,5.1583643751392545,213.07412991013337,127,125,1.3622058811741424,3,0,0.04904990079895545,Normal,0
101091,50,0,102841,101721,2,51.574423068387496,0,-69.80571489716189,68.66930927674413,4.40680660356124,92.34940753382651,495,351,28.947655621171645,12,0,0.06398542049327283,Grayhole,1
101092,200,1,101092,105464,7,68.48109104105552,1,-69.92856394058005,109.76305143963855,8.225956341186109,151.31842202127015,169,167,0.8382425266077714,12,0,0.40593708686464863,Flooding,1
101093,50,0,103399,102720,1,57.29236949310753,4,-71.09808683540342,57.92163469244204,5.2704137711439065,219.6486024314263,196,192,1.7926496966006689,0,0,0.049505477027665515,Normal,0
101094,50,0,105025,103726,7,60.343194164018215,1,-69.53934425834184,53.357416305274846,3.3486173927782303,135.087750725685,118,116,0.9583836448646716,13,0,0.5894601206077975,Flooding,1
101095,100,0,105799,104658,2,63.8494848709835,3,-70.51003140063631,63.97844307031498,7.135995556117944,247.64692179760382,347,344,0.7292634967464156,2,0,0.0934203560983554,Normal,0
101096,200,0,103437,101425,5,46.77817550237994,3,-72.40388280752302,45.82453933745413,3.7972903658580495,153.8613119525554,239,234,1.7837761100524656,0,0,0.10399960435895889,Normal,0
101097,100,0,105745,105383,1,61.68584615195414,1,-75.57561216254352,43.3420012989823,4.737959796119434,242.6073272049456,213,210,1.080115182306703,0,0,0.0749573317799784,Normal,0
101098,100,0,105286,103121,7,71.95783166975652,2,-67.77958428749835,36.89897738460663,7.078626457551554,184.08417145931148,152,150,0.8971238797801669,1,0,0.06417393048133271,Normal,0
101099,50,0,103718,105923,3,57.53636169510743,4,-79.21468453123838,38.79103026231841,6.773158985515299,131.80897023087823,363,357,1.5262736553673744,2,0,0.08494542904217511,Normal,0
101100,100,0,105086,101865,1,56.22627039812321,2,-67.45476930662966,56.52228200116695,4.177082738419025,238.72480308962474,174,173,0.05717102586950484,1,0,0.09802539539123228,Normal,0
101101,150,1,101101,101982,7,44.521785757567784,0,-69.90227077600909,139.48708974211885,6.306957963903481,57.99200242039602,78,52,33.185750281577754,8,0,0.5878058997629705,DoS,1
101102,150,0,103829,105812,1,57.81942535451918,1,-71.49846747966444,49.34589766404606,5.766910029708432,199.45987021628093,426,424,0.4466335061352745,2,0,0.06473069393381777,Normal,0
101103,100,0,102310,101617,1,40.08908864668386,2,-75.47935405399359,52.19071562537668,4.496896199631728,180.9843103114183,311,309,0.582064872190847,1,0,0.13536747211251887,Normal,0
101104,100,0,103062,104046,7,49.901475783883875,1,-66.95449342780583,39.02802456815243,28.020326468228326,265.81541300415995,465,437,5.999847673665756,1,0,0.07274903618899672,DataError,1
101105,50,1,101105,105853,3,47.62412086271434,3,-69.3528419747561,65.39543987689734,6.681520755244074,182.89554409616028,286,282,1.3394424048262243,0,0,0.07234568089148977,Normal,0
101106,100,0,103286,104837,5,53.45457982888162,1,-66.95135510927305,59.130631564333996,5.0380804348559,278.9563790256458,421,418,0.6805493450069019,2,0,0.08641279556374341,Normal,0
101107,50,1,101107,101105,2,56.06085223676783,2,-64.84807653055503,118.35931544948733,5.989409336100446,109.38150979848022,430,428,0.40999255995285666,19,0,0.4890503752437452,Flooding,1
101108,200,0,103035,102852,4,38.16458629189076,3,-68.29955294268048,46.15375823935819,4.028418807183041,145.89490534970457,215,214,0.2711119561013995,1,0,0.06840484883199101,Normal,0
101109,250,1,101109,101541,2,43.6655636522912,1,-72.62639335484945,58.249238851759955,3.9400086726537387,206.980499847357,155,153,1.2579524935992994,0,0,0.07260297577125469,Normal,0
101110,250,0,105082,102890,6,55.9260377840175,3,-72.21593313650735,53.83164023215072,2.7411275727771596,241.10614477233486,170,167,1.2004014457074614,1,0,0.07473695093811235,Normal,0
101111,200,0,104212,104223,3,70.04878186541077,0,-75.1866435688486,53.807558457479324,3.8464200730734954,261.82694902346645,309,305,1.043638734476108,2,0,0.10353958727096974,Normal,0
101112,150,0,104792,103216,4,56.985837337762035,3,-77.40559146255359,58.80510688215635,13.826015305632522,242.43660447159462,309,261,15.358431193628979,0,0,0.02773606239368597,DataError,1
101113,200,0,104259,101130,4,49.645831553936105,4,-75.12861697487304,72.74205460897974,19.92239325524219,213.24155611268853,53,52,0.5953266576025599,1,0,0.03870269444632717,Scheduling,1
101114,100,0,102854,103774,2,62.957162884732945,3,-74.58233106896164,112.96943907844418,6.010776958191107,88.88061884762124,303,185,38.76254403363317,13,0,0.3271316867572003,DoS,1
101115,150,0,105185,102388,7,48.917079278035274,1,-72.63846000376388,44.670062805740464,4.585367807983511,225.59611828608337,251,214,14.610184218259958,2,1,0.04825623860643092,Malicious,1
101116,100,0,105163,101307,5,41.06750502481602,4,-72.53166781265612,88.69196079126819,16.724274803031445,185.61204656106682,401,398,0.7437099481266198,2,0,0.09991230328050489,Scheduling,1
101117,100,0,102353,103928,2,32.908034738166464,0,-70.35093128108707,45.72151917719715,5.39407680858413,194.73375294954587,499,494,0.9627928960382394,2,0,0.09760495326099969,Normal,0
101118,200,0,101923,104016,7,46.85749379200124,2,-71.44319152917936,59.22618160553549,6.90030006042167,190.48989047778215,237,204,13.65498801826216,1,1,0.0784266953427492,Malicious,1
101119,100,1,101119,103654,3,56.03390993179987,4,-76.56129796662684,53.78883787802836,4.5869065311021116,193.3421596212025,126,124,1.5530858758961652,3,0,0.07746547316874493,Normal,0
101120,100,0,102920,105527,3,49.037877379594214,3,-62.83183195591061,86.8606479031391,19.815753356366002,221.47229876899615,61,60,0.37521754403799745,2,0,0.04280673918900403,Scheduling,1
101121,250,1,101121,101372,7,49.05730929235099,0,-76.82091215746138,51.87709448127925,4.171871134399355,246.07085877547493,416,361,13.171806087918952,1,1,0.10004538545237027,Malicious,1
101122,50,0,105053,103466,2,53.634373230764105,4,-82.74490533273567,72.09130233217113,2.2122770664887774,211.55508636557053,122,120,1.2544127882339626,0,0,0.08515157854593419,Normal,0
101123,100,0,102868,101902,1,45.130050827583915,1,-65.50547718609232,40.57583588383348,4.0262062850215505,266.61005095286794,168,164,2.000508985036443,2,0,0.04985428654311143,Normal,0
101124,250,0,102972,103244,1,38.76660586070823,2,-65.76943739324747,44.228375211266595,7.533206327093268,195.8929132402841,444,441,0.628563655178189,0,0,0.06294034327897666,Normal,0
101125,150,0,102280,104637,7,56.23647249307473,3,-61.38163549154022,53.721667623661084,6.92934847937284,222.87825287889999,149,148,0.4964343140979597,2,0,0.06713371345680356,Normal,0
101126,150,1,101126,105151,6,57.831556560131745,4,-66.64364931647323,65.95947481671047,32.20779774884901,256.3447797378368,467,462,0.9371268512521137,2,0,0.09492047905965632,Scheduling,1
101127,50,0,101393,102617,2,29.465134513441114,3,-70.88808953496236,35.50519790936126,6.200873155251685,241.88248742570846,198,143,27.31426031564103,0,1,0.07033415795375454,Malicious,1
101128,100,0,105896,102293,4,47.68799374736095,2,-73.52915506695072,35.641526107915965,3.825743225555309,228.96350699786166,351,345,1.4263027946902946,0,0,0.11502414118111329,Normal,0
101129,200,1,101129,101473,3,56.252544787960616,0,-67.09500230019154,61.494873640103684,6.597002675814441,137.0263312907215,126,124,1.2038448684185885,0,0,0.038816790326153594,Normal,0
101130,150,1,101130,104190,4,31.05419670241232,0,-64.11649953170311,36.78610243335897,9.911792873989691,255.28336939990322,474,469,1.0298973031450793,1,0,0.08364191191789697,Normal,0
101131,150,0,102671,102628,5,54.38732283195344,0,-66.0214277606732,69.80651046695621,4.550482030283188,143.75535275761047,205,204,0.15401939015621258,0,0,0.10730731289282319,Normal,0
101132,50,0,103560,103749,7,52.24961151682737,0,-67.93627688389022,53.2077392669841,4.947972975191231,160.94727370787382,394,388,1.4529634164543475,0,0,0.12661298626938286,Normal,0
101133,50,1,101133,101114,4,61.36111084032715,0,-77.63041953627607,40.64292548530749,0.6050607820065643,196.8832957904056,422,420,0.4376378458962492,0,0,0.03733152993562456,Normal,0
101134,250,0,103413,102238,7,48.62258900942422,3,-70.80839963607248,35.262410986566024,22.625407889626835,188.17249130169859,477,418,12.312140254147335,2,0,0.07559892985256611,DataError,1
101135,100,0,105190,102130,6,50.777674689725295,3,-61.787287744991914,46.21212198766082,7.323429204059038,138.1901956596175,297,294,0.8171944954893913,1,0,0.09183443202732831,Normal,0
101136,150,0,104845,104693,3,50.88340351699563,0,-75.94729536749712,51.07705451303124,6.681768559461031,222.2338373098192,290,286,1.0736612504782903,1,0,0.09226508097970794,Normal,0
101137,50,0,102565,101388,3,63.19478970626439,4,-68.53357785497575,31.170165533282734,4.396403013207494,85.50210102790435,72,59,17.904307086810213,12,0,0.08969469295937849,Grayhole,1
101138,150,0,101062,102042,7,49.34861664271112,1,-66.80437118260753,54.48317562430157,5.909005144171257,147.18127475918914,382,377,1.1929013875623493,3,0,0.09306957312437467,Normal,0
101139,250,0,104446,103144,3,37.715093236190924,2,-76.22575287980042,34.22042991487633,4.712836822575731,206.11853191853817,231,227,1.6348066312999214,0,0,0.1071523926610028,SMS,1
101140,150,0,103912,105840,5,55.93253564277809,0,-62.64799618839924,46.733891317920055,7.996963680253428,70.1808506386172,368,364,0.9615256208502194,1,0,0.07830256407061244,SMS,1
101141,50,0,103446,105823,1,48.79803255733045,1,-71.25518564928612,33.56798920143414,8.631154963190145,147.7239508420513,141,139,1.240162187437524,1,0,0.08461728820256176,Normal,0
101142,150,0,104873,103256,3,46.97902958975394,4,-65.81504422683163,65.87400602415536,4.084646014023134,215.99986211774427,168,166,1.0829295133993364,1,0,0.08736995173678078,Normal,0
101143,200,1,101143,102540,1,60.7147593025456,4,-68.32341371801346,34.3502610655822,3.0877285940829218,175.9645129658475,73,71,1.411341213287072,1,0,0.08360610102675006,Normal,0
101144,100,0,103949,105876,1,69.73898578442584,4,-77.70644330450979,46.24780769866102,1.8222401603899003,193.7594536230698,464,456,1.628542446052673,2,0,0.09240248101913873,Normal,0
101145,200,0,105703,101019,4,53.9918871688146,2,-64.45777699138554,51.143087530592474,5.789762980005156,200.07214025425657,431,429,0.45532868114394687,0,0,0.08590390736317673,Normal,0
101146,150,0,105789,101533,2,52.256662735209474,1,-60.192254786070556,106.48836816981688,2.3451393855307,69.7149947252466,129,79,38.49116957480293,13,0,0.4122627177195831,DoS,1
101147,200,0,105897,105853,7,38.410205492675416,1,-72.00638990514818,49.7088811887064,5.04953447963014,186.62541059340984,325,321,1.0297365870847672,1,0,0.10482853700569743,Normal,0
101148,150,0,103125,105145,5,65.56104437527084,4,-76.01241849290646,52.46730451086932,4.193004134111538,215.8787316530017,232,229,1.220073930349879,1,0,0.10998553168033734,Normal,0
101149,50,0,105456,104524,1,58.22042003928943,3,-80.35284255915151,58.29065320165773,6.0421112491611115,211.31786282969634,222,220,0.7679386692940235,3,0,0.07401847781330359,Normal,0
101150,100,0,105445,102292,5,48.59724414449572,1,-63.740262727434214,46.64484167966934,17.387467463943054,210.23908585675085,246,209,14.898818969516828,0,0,0.09831647563195209,DataError,1
101151,50,0,104048,101522,3,47.835812883616285,4,-64.30609594038935,60.97221329671825,3.571296433431761,255.23226353820036,399,395,0.9785977512159538,2,0,0.07176902103394504,Normal,0
